Code WZ 2008;TitleInGerman;Value_males;Value_females
33160;Reparatur und Instandhaltung von Luft- und Raumfahrzeugen;9169;1102
33170;Reparatur und Instandhaltung von Fahrzeugen a. n. g.;9868;1442
33190;Reparatur von sonstigen Ausrüstungen;2650;458
332;Installation von Maschinen und Ausrüstungen a. n. g.;54442;12064
33200;Installation von Maschinen und Ausrüstungen a. n. g.;54442;12064
351;Elektrizitätsversorgung;146554;53089
35111;Elektrizitätserzeugung ohne Verteilung;3330;973
35112;Elektrizitätserzeugung mit Fremdbezug zur Verteilung;33783;12021
35113;Erlektrizitätserzeugung ohne Fremdbezug zur Verteilung;22441;6441
35120;Elektrizitätsübertragung;5514;1726
35130;Elektrizitätsverteilung;74903;27526
35140;Elektrizitätshandel;6583;4402
352;Gasversorgung;18080;7045
35211;Gaserzeugung ohne Verteilung;52;15
35212;Gaserzeugung mit Fremdbezug zur Verteilung;3784;1599
35213;Gaserzeugung ohne Fremdbezug zur Verteilung;2764;638
35220;Gasverteilung durch Rohrleitungen;10079;3902
35230;Gashandel durch Rohrleitungen;1401;891
353;Wärme- und Kälteversorgung;6788;2347
35300;Wärme- und Kälteversorgung;6788;2347
360;Wasserversorgung;26946;10931
36001;Wassergewinnung mit Fremdbezug zur Verteilung;10597;4135
36002;Wassergewinnung ohne Fremdbezug zur Verteilung;9876;4207
36003;Wasserverteilung ohne Gewinnung;6473;2589
370;Abwasserentsorgung;25542;6723
37001;Betrieb der Sammelkanalisation;10592;2326
37002;Betrieb von Kläranlagen;14950;4397
381;Sammlung von Abfällen;36606;6703
38110;Sammlung nicht gefährlicher Abfälle;34884;6279
38120;Sammlung gefährlicher Abfälle;1722;424
382;Abfallbehandlung und -beseitigung;74204;14071
38210;Behandlung und Beseitigung nicht gefährlicher Abfälle;67299;12620
38220;Behandlung und Beseitigung gefährlicher Abfälle;6905;1451
383;Rückgewinnung;39599;8816
38310;Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren;3866;815
38320;Rückgewinnung sortierter Werkstoffe;35733;8001
390;Beseitigung von Umweltverschmutzungen und sonstige Entsorgung;2964;632
39000;Beseitigung von Umweltverschmutzungen und sonstige Entsorgung;2964;632
411;"Erschließung von Grundstücken; Bauträger";15081;11530
41101;Erschließung von unbebauten Grundstücken;2032;762
41102;Bauträger für Nichtwohngebäude;1289;798
41103;Bauträger für Wohngebäude;11760;9970
412;Bau von Gebäuden;238709;28825
41201;Bau von Gebäuden (ohne Fertigteilbau);227475;26791
41202;Errichtung von Fertigteilbauten;11234;2034
421;Bau von Straßen und Bahnverkehrsstrecken;108769;10123
42110;Bau von Straßen;88586;8081
42120;Bau von Bahnverkehrsstrecken;13636;1380
42130;Brücken- und Tunnelbau;6547;662
422;Leitungstiefbau und Kläranlagenbau;65694;6564
42210;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;48728;4728
42220;Kabelnetzleitungstiefbau;16966;1836
429;Sonstiger Tiefbau;23400;2437
42910;Wasserbau;3944;467
42990;Sonstiger Tiefbau a. n. g.;19456;1970
431;Abbrucharbeiten und vorbereitende Baustellenarbeiten;43645;5469
43110;Abbrucharbeiten;20836;2522
43120;Vorbereitende Baustellenarbeiten;21336;2729
43130;Test- und Suchbohrung;1473;218
432;Bauinstallation;559010;95223
43210;Elektroinstallation;207929;32732
43220;Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation;255076;48086
43291;Dämmung gegen Kälte, Wärme, Schall und Erschütterung;72247;9759
43299;Sonstige Bauinstallation a. n. g.;23758;4646
433;Sonstiger Ausbau;307967;56959
43310;Anbringen von Stuckaturen, Gipserei und Verputzerei;29011;3338
43320;Bautischlerei und -schlosserei;91485;16790
43330;Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei;67712;15377
43341;Maler- und Lackierergewerbe;104106;17597
43342;Glasergewerbe;9338;2395
43390;Sonstiger Ausbau a. n. g.;6315;1462
439;Sonstige spezialisierte Bautätigkeiten;241440;27828
43911;Dachdeckerei und Bauspenglerei;71821;7806
43912;Zimmerei und Ingenieurholzbau;50781;5864
43991;Gerüstbau;25763;2406
43992;Schornstein-, Feuerungs- und Industrieofenbau;6564;1133
43999;Baugewerbe a. n. g.;86511;10619
451;Handel mit Kraftwagen;146839;41522
45110;Handel mit Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger;140332;39733
45190;"Handel mit Kraftwagen mit einem Gesamtgewicht 
von mehr als 3,5 t";6507;1789
452;Instandhaltung und Reparatur von Kraftwagen;302925;71256
45201;Lackieren von Kraftwagen;25049;4893
45202;Autowaschanlagen;10767;2135
45203;Instandhaltung und Reparatur von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger (ohne Lackierung und Autowäsche);236804;59303
45204;Instandhaltung und Reparatur von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t (ohne Lackierung und Autowäsche);30305;4925
453;Handel mit Kraftwagenteilen und -zubehör;72872;22600
45310;Großhandel mit Kraftwagenteilen und -zubehör;44565;15404
45320;Einzelhandel mit Kraftwagenteilen und -zubehör;28307;7196
454;"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern";11283;4061
45400;"Handel mit Krafträdern, Kraftradteilen und -zubehör; Instandhaltung und Reparatur von Krafträdern";11283;4061
461;Handelsvermittlung;156352;97346
46110;Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren;2895;1876
46120;Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;6539;3345
46131;Handelsvermittlung von Rohholz, Holzhalbwaren und Bauelementen aus Holz;2284;971
46132;Handelsvermittlung von Baustoffen und Anstrichmitteln;7796;3214
46141;Handelsvermittlung von Maschinen (ohne landwirtschaftliche Maschinen und Büromaschinen) und technischem Bedarf a. n. g.;29743;10655
46142;Handelsvermittlung von Wasser- und Luftfahrzeugen;674;233
46143;Handelsvermittlung von Geräten der Unterhaltungselektronik;3441;1807
46144;Handelsvermittlung von Werkzeugen;2246;1169
46145;Handelsvermittlung von Büromaschinen, Datenverarbeitungsgeräten, peripheren Geräten und Software;11364;4422
46146;Handelsvermittlung von landwirtschaftlichen Maschinen und Geräten;3841;1003
46147;Handelsvermittlung von Installationsbedarf für Gas, Wasser, Heizung und Klimatechnik;3942;1518
46149;Handelsvermittlung von elektrotechnischen und elektronischen Erzeugnissen a. n. g.;10729;4585
46151;Handelsvermittlung von Möbeln, Einrichtungsgegenständen und Antiquitäten;2718;2080
46152;Handelsvermittlung von keramischen Erzeugnissen, Glaswaren, Holzwaren a. n. g., sowie Flecht- und Korbwaren;864;554
46153;Handelsvermittlung von elektrischen Haushaltsgeräten;2477;1727
46154;Handelsvermittlung von Eisen-, Metall- und Kunststoffwaren a. n. g.;4974;2329
46155;Handelsvermittlung von Putz- und Reinigungsmitteln;936;678
46161;Handelsvermittlung von Meterware für Bekleidung und Wäsche;110;182
46162;Handelsvermittlung von Heim- und Haustextilien und Bodenbelägen;606;562
46163;Handelsvermittlung von Bekleidung;1006;2146
46164;Handelsvermittlung von Bekleidungszubehör;23;48
46165;Handelsvermittlung von Schuhen, Lederwaren und Reisegepäck;603;723
46171;Handelsvermittlung von Zucker und Süßwaren;543;425
46172;Handelsvermittlung von Wein, Sekt und Spirituosen;1054;862
46179;Handelsvermittlung von sonstigen Nahrungsmitteln, Getränken und Tabakwaren;7030;4859
46181;Handelsvermittlung von feinmechanischen, Foto- und optischen Erzeugnissen;2602;1728
46182;Handelsvermittlung von Uhren, Edelmetallwaren und Schmuck;295;1102
46183;Handelsvermittlung von Spielwaren und Musikinstrumenten;453;520
46184;Handelsvermittlung von pharmazeutischen Erzeugnissen, medizinischen und orthopädischen Artikeln und Laborbedarf, Ärztebedarf, Dentalbedarf, zahnärztlichen Instrumenten, Krankenhaus- und Altenpflegebedarf;16542;19192
46185;Handelsvermittlung von kosmetischen Erzeugnissen und Körperpflegemitteln;1239;2696
46186;Handelsvermittlung von Karton, Papier und Pappe, Schreibwaren, Bürobedarf, Geschenk- und Werbeartikeln, Verpackungsmitteln und Tapeten;2495;2358
46187;Handelsvermittlung von Büchern, Zeitschriften, Zeitungen, Musikalien und sonstigen Druckerzeugnissen;2646;3186
46189;Handelsvermittlung von sonstigen Waren a. n. g.;3648;2372
46190;Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt;17994;12219
462;Großhandel mit landwirtschaftlichen Grundstoffen und lebenden Tieren;25968;15236
46210;Großhandel mit Getreide, Rohtabak, Saatgut und Futtermitteln;17590;8534
46220;Großhandel mit Blumen und Pflanzen;5123;5039
46230;Großhandel mit lebenden Tieren;2745;1349
46240;Großhandel mit Häuten, Fellen und Leder;510;314
463;Großhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren;140373;65038
46310;Großhandel mit Obst, Gemüse und Kartoffeln;16567;6493
46320;Großhandel mit Fleisch und Fleischwaren;12907;5635
46330;Großhandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten;4823;2611
46340;Großhandel mit Getränken;26659;9519
46350;Großhandel mit Tabakwaren;3816;1708
46360;Großhandel mit Zucker, Süßwaren und Backwaren;6644;2984
46370;Großhandel mit Kaffee, Tee, Kakao und Gewürzen;4151;3307
46381;Großhandel mit Fisch und Fischerzeugnissen;2589;1155
46382;Großhandel mit Mehl und Getreideprodukten;858;272
46389;Großhandel mit Nahrungs- und Genussmitteln a. n. g.;22328;11459
46391;Großhandel mit tiefgefrorenen Nahrungsmitteln, ohne ausgeprägten Schwerpunkt;3454;1090
46399;Großhandel mit sonstigen Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt;35577;18805
464;Großhandel mit Gebrauchs- und Verbrauchsgütern;142516;137012
46410;Großhandel mit Textilien;4411;5898
46421;Großhandel mit Bekleidung;9039;16348
46422;Großhandel mit Schuhen;1474;1787
46431;Großhandel mit Foto- und optischen Erzeugnissen;4354;2657
46432;Großhandel mit elektrischen Haushaltsgeräten;17517;7774
46433;Großhandel mit Geräten der Unterhaltungselektronik;9205;4667
46441;Großhandel mit keramischen Erzeugnissen und Glaswaren;2422;1789
46442;Großhandel mit Wasch-, Putz- und Reinigungsmitteln;4599;2469
46450;Großhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;3889;9424
46461;Großhandel mit pharmazeutischen Erzeugnissen;17905;27856
46462;Großhandel mit medizinischen und orthopädischen Artikeln, Dental- und Laborbedarf;23880;19934
46470;Großhandel mit Möbeln, Teppichen, Lampen und Leuchten;6888;4585
46480;Großhandel mit Uhren und Schmuck;2084;4137
46491;Großhandel mit Spielwaren und Musikinstrumenten;3363;2987
46492;Großhandel mit Fahrrädern, Fahrradteilen und -zubehör, Sport- und Campingartikeln (ohne Campingmöbel);5789;3106
46493;Großhandel mit Lederwaren, Reisegepäck, Geschenk- und Werbeartikeln;3173;4396
46494;Großhandel mit Karton, Papier, Pappe, Schreibwaren, Bürobedarf, Büchern, Zeitschriften und Zeitungen;17326;14165
46495;Großhandel mit nicht elektrischen Haushaltsgeräten, Haushaltswaren aus Metall sowie sonstigen Gebrauchs- und Verbrauchsgütern a. n. g.;5198;3033
465;Großhandel mit Geräten der Informations- und Kommunikationstechnik;38496;17613
46510;Großhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;22354;9324
46520;Großhandel mit elektronischen Bauteilen und Telekommunikationsgeräten;16142;8289
466;Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör;111560;39076
46610;Großhandel mit landwirtschaftlichen Maschinen und Geräten;11386;2900
46620;Großhandel mit Werkzeugmaschinen;7167;2294
46630;Großhandel mit Bergwerks-, Bau- und Baustoffmaschinen;10451;2357
46640;Großhandel mit Textil-, Näh- und Strickmaschinen;373;188
46650;Großhandel mit Büromöbeln;2421;1669
46660;Großhandel mit sonstigen Büromaschinen und -einrichtungen;4280;1489
46691;Großhandel mit Flurförderzeugen und Fahrzeugen a. n. g.;7047;1862
46692;Großhandel mit sonstigen Maschinen;31926;10506
46693;Großhandel mit sonstigen Ausrüstungen und Zubehör für Maschinen sowie mit technischem Bedarf;36509;15811
467;Sonstiger Großhandel;254821;94775
46711;Großhandel mit festen Brennstoffen;1430;441
46712;Großhandel mit Mineralölerzeugnissen;12732;6118
46721;Großhandel mit Eisenerzen, Eisen, Stahl, Eisen- und Stahlhalbzeug;28583;9790
46722;Großhandel mit NE-Erzen, NE-Metallen und NE-Metallhalbzeug;5449;1768
46731;Großhandel mit Holz, Baustoffen, Anstrichmitteln und Sanitärkeramik, ohne ausgeprägten Schwerpunkt;31775;11305
46732;Großhandel mit Roh- und Schnittholz;4423;1221
46733;Großhandel mit sonstigen Holzhalbwaren sowie Bauelementen aus Holz;6700;1993
46734;Großhandel mit Baustoffen und Bauelementen aus mineralischen Stoffen;34488;10997
46735;Großhandel mit Flachglas;2905;865
46736;Großhandel mit Anstrichmitteln;8841;2522
46737;Großhandel mit Sanitärkeramik;7734;3066
46738;Großhandel mit Tapeten und Bodenbelägen (ohne Teppiche);2926;958
46741;Großhandel mit Werkzeugen und Kleineisenwaren;32131;13011
46742;Großhandel mit Installationsbedarf für Gas, Wasser und Heizung;29821;11414
46743;Großhandel mit Metall- und Kunststoffwaren für Bauzwecke;12921;4537
46750;Großhandel mit chemischen Erzeugnissen;17116;10086
46760;Großhandel mit sonstigen Halbwaren;2357;1602
46770;Großhandel mit Altmaterialien und Reststoffen;12489;3081
469;Großhandel ohne ausgeprägten Schwerpunkt;43986;27774
46901;Großhandel mit Rohstoffen, Halb- und Fertigwaren, ohne ausgeprägten Schwerpunkt;6541;3442
46902;Großhandel mit Rohstoffen und Halbwaren, ohne ausgeprägten Schwerpunkt;1539;703
46903;Großhandel mit Fertigwaren, ohne ausgeprägten Schwerpunkt;35906;23629
471;Einzelhandel mit Waren verschiedener Art (in Verkaufsräumen);191994;580822
47111;Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt;157938;484114
47112;Sonstiger Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nahrungs- und Genussmittel, Getränke und Tabakwaren;10688;27552
47191;Einzelhandel mit Waren verschiedener Art (ohne Nahrungsmittel);11613;32386
47192;Einzelhandel mit Waren verschiedener Art, Hauptrichtung Nicht-Nahrungsmittel;11755;36770
472;Eh. m. Nahrungsm.usw. (i.Verkaufsräumen);54900;152970
47210;Einzelhandel mit Obst, Gemüse und Kartoffeln;4563;6110
47220;Einzelhandel mit Fleisch und Fleischwaren;9139;23512
47230;Einzelhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen;1497;2694
47240;Einzelhandel mit Back- und Süßwaren;16262;84072
47250;Einzelhandel mit Getränken;13177;10627
47260;Einzelhandel mit Tabakwaren;2295;4437
47290;Sonstiger Einzelhandel mit Nahrungs- und Genussmitteln;7967;21518
473;Einzelhandel mit Motorenkraftstoffen (Tankstellen);22098;37717
47301;Einzelhandel in fremdem Namen mit Motorenkraftstoffen (Agenturtankstellen);18957;32262
47302;Einzelhandel in eigenem Namen mit Motorenkraftstoffen (Freie Tankstellen);3141;5455
474;Einzelhandel mit Geräten der Informations- und Kommunikationstechnik (in Verkaufsräumen);67107;34023
47410;Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;22187;7671
47420;Einzelhandel mit Telekommunikationsgeräten;17252;12064
47430;Einzelhandel mit Geräten der Unterhaltungselektronik;27668;14288
475;Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf (in Verkaufsräumen);170921;152564
47510;Einzelhandel mit Textilien;5080;16130
47521;Einzelhandel mit Metall- und Kunststoffwaren a. n. g.;14802;6529
47523;Einzelhandel mit Anstrichmitteln, Bau- und Heimwerkerbedarf;61526;45807
47530;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;8810;8590
47540;Einzelhandel mit elektrischen Haushaltsgeräten;13952;6748
47591;Einzelhandel mit Wohnmöbeln;57760;56862
47592;Einzelhandel mit keramischen Erzeugnissen und Glaswaren;964;1879
47593;Einzelhandel mit Musikinstrumenten und Musikalien;3222;1392
47599;Einzelhandel mit Haushaltsgegenständen a. n. g.;4805;8627
476;Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren (in Verkaufsräumen);38551;51206
47610;Einzelhandel mit Büchern;3231;13415
47621;Einzelhandel mit Zeitschriften und  Zeitungen;1201;3371
47622;Einzelhandel mit Schreib- und Papierwaren, Schul- und Büroartikeln;4259;9272
47630;Einzelhandel mit bespielten Ton- und Bildträgern;571;256
47641;Einzelhandel mit Fahrrädern, Fahrradteilen und -zubehör;13033;4219
47642;Einzelhandel mit Sport- und Campingartikeln (ohne Campingmöbel);13543;14346
47650;Einzelhandel mit Spielwaren;2713;6327
477;Einzelhandel mit sonstigen Gütern (in Verkaufsräumen);126864;610434
47710;Einzelhandel mit Bekleidung;31780;196032
47721;Einzelhandel mit Schuhen;5498;41623
47722;Einzelhandel mit Lederwaren und Reisegepäck;776;3499
47730;Apotheken;12310;145718
47740;Einzelhandel mit medizinischen und orthopädischen Artikeln;21484;32385
47750;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;8006;77375
47761;Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln;9929;35827
47762;Einzelhandel mit zoologischem Bedarf und lebenden Tieren;3630;9115
47770;Einzelhandel mit Uhren und Schmuck;4589;17905
47781;Augenoptiker;11359;33753
47782;Einzelhandel mit Foto- und optischen Erzeugnissen (ohne Augenoptiker);2222;2255
47783;Einzelhandel mit Kunstgegenständen, Bildern, kunstgewerblichen Erzeugnissen, Briefmarken, Münzen und Geschenkartikeln;2470;5974
47789;Sonstiger Einzelhandel a. n. g. (in Verkaufsräumen);7242;4451
47791;Einzelhandel mit Antiquitäten und antiken Teppichen;590;496
47792;Antiquariate;116;170
47799;Einzelhandel mit sonstigen Gebrauchtwaren;4863;3856
478;Einzelhandel an Verkaufsständen und auf Märkten;3041;4403
47810;Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten;2417;3480
47820;Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten;249;444
47890;Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten;375;479
479;Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten;79690;73833
47911;Versand- und Internet-Einzelhandel mit Textilien, Bekleidung, Schuhen und Lederwaren;16810;25626
47919;Sonstiger Versand- und Internet-Einzelhandel;53606;42936
47991;Einzelhandel vom Lager mit Brennstoffen;2372;925
47999;Sonstiger Einzelhandel a. n. g. (nicht in Verkaufsräumen);6902;4346
491;Personenbeförderung im Eisenbahnfernverkehr;15929;6109
49100;Personenbeförderung im Eisenbahnfernverkehr;15929;6109
492;Güterbeförderung im Eisenbahnverkehr;20054;2706
49200;Güterbeförderung im Eisenbahnverkehr;20054;2706
493;Sonstige Personenbeförderung im Landverkehr;238046;57656
49310;Personenbeförderung im Nahverkehr zu Lande (ohne Taxis);129502;29611
49320;Betrieb von Taxis;63916;15243
49391;Personenbeförderung im Omnibus-Linienfernverkehr;18060;4692
49392;Personenbeförderung im Omnibus-Gelegenheitsverkehr;17709;5230
49399;Personenbeförderung im Landverkehr a. n. g.;8859;2880
494;Güterbeförderung im Straßenverkehr, Umzugstransporte;289184;35876
49410;Güterbeförderung im Straßenverkehr;279582;34422
49420;Umzugstransporte;9602;1454
495;Transport in Rohrfernleitungen;1369;384
49500;Transport in Rohrfernleitungen;1369;384
501;Personenbeförderung in der See- und Küstenschifffahrt;1260;1420
50100;Personenbeförderung in der See- und Küstenschifffahrt;1260;1420
502;Güterbeförderung in der See- und Küstenschifffahrt;8365;3571
50200;Güterbeförderung in der See- und Küstenschifffahrt;8365;3571
503;Personenbeförderung in der Binnenschifffahrt;2391;800
50300;Personenbeförderung in der Binnenschifffahrt;2391;800
504;Güterbeförderung in der Binnenschifffahrt;2364;509
50400;Güterbeförderung in der Binnenschifffahrt;2364;509
511;Personenbeförderung in der Luftfahrt;24514;36850
51100;Personenbeförderung in der Luftfahrt;24514;36850
512;Güterbeförderung in der Luftfahrt und Raumtransport;3955;1310
51210;Güterbeförderung in der Luftfahrt;;
51220;Raumtransport;;
521;Lagerei;118124;52624
52100;Lagerei;118124;52624
522;Erbringung von sonstigen Dienstleistungen für den Verkehr;456953;131440
52211;Betrieb von Parkhäusern und Parkplätzen;3823;1647
52212;Betrieb von Verkehrswegen für Straßenfahrzeuge;1464;311
52213;Betrieb von Verkehrswegen für Schienenfahrzeuge;32560;8685
52214;Betrieb von Bahnhöfen für den Personenverkehr einschließlich Omnibusbahnhöfe;1233;1117
52215;Betrieb von Güterabfertigungseinrichtungen für Schienen- und Straßenfahrzeuge (ohne Frachtumschlag);;
52219;Erbringung von sonstigen Dienstleistungen für den Landverkehr a. n. g.;7034;1777
52221;Betrieb von Wasserstraßen;;
52222;Betrieb von Häfen;4138;750
52223;Lotsinnen und Lotsen in der Schifffahrt;648;70
52229;Erbringung von sonstigen Dienstleistungen für die Schifffahrt a. n. g.;5740;1767
52231;Betrieb von Flughäfen und Landeplätzen für Luftfahrzeuge;33922;10785
52239;Erbringung von sonstigen Dienstleistungen für die Luftfahrt a. n. g.;5856;2829
52240;Frachtumschlag;21841;4539
52291;Spedition;320168;88474
52292;Schiffsmaklerbüros und -agenturen;2913;2437
52299;Erbringung von Dienstleistungen für den Verkehr a. n. g.;14730;6099
53;Post-, Kurier- und Expressdienste3);201582;118043
551;Hotels, Gasthöfe und Pensionen;106711;171923
55101;Hotels (ohne Hotels garnis);90396;137699
55102;Hotels garnis;8914;18786
55103;Gasthöfe;5214;9758
55104;Pensionen;2187;5680
552;Ferienunterkünfte und ähnliche Beherbergungsstätten;7192;14898
55201;Erholungs- und Ferienheime;1676;4719
55202;Ferienzentren;1396;1979
55203;Ferienhäuser und Ferienwohnungen;1845;4029
55204;Jugendherbergen und Hütten;2275;4171
553;Campingplätze;1872;2127
55300;Campingplätze;1872;2127
559;Sonstige Beherbergungsstätten;1009;2004
55901;Privatquartiere;305;756
55909;Sonstige Beherbergungsstätten a. n. g.;704;1248
561;Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.;286804;247489
56101;Restaurants mit herkömmlicher Bedienung;192749;150195
56102;Restaurants mit Selbstbedienung;43212;44798
56103;Imbissstuben u. Ä.;33505;21907
56104;Cafés;13997;26166
56105;Eissalons;3341;4423
562;Caterer und Erbringung sonstiger Verpflegungsdienstleistungen;65458;111294
56210;Event-Caterer;15665;12722
56290;Erbringung sonstiger Verpflegungsdienstleistungen;49793;98572
563;Ausschank von Getränken;22428;20796
56301;Schankwirtschaften;15859;16087
56302;Diskotheken und Tanzlokale;2136;1398
56303;Bars;3426;2152
56304;Vergnügungslokale;356;474
56309;Sonstige getränkegeprägte Gastronomie;651;685
581;"Verlegen von Büchern und Zeitschriften; sonstiges Verlagswesen (ohne Software)";42633;61431
58110;Verlegen von Büchern;7383;15532
58120;Verlegen von Adressbüchern und Verzeichnissen;974;1779
58130;Verlegen von Zeitungen;19631;21668
58140;Verlegen von Zeitschriften;12080;18734
58190;Sonstiges Verlagswesen (ohne Software);2565;3718
582;Verlegen von Software;24165;9470
58210;Verlegen von Computerspielen;1179;422
58290;Verlegen von sonstiger Software;22986;9048
591;"Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb; Kinos";19924;17634
59110;Herstellung von Filmen, Videofilmen und Fernsehprogrammen;11650;10040
59120;Nachbearbeitung und sonstige Filmtechnik;2307;1743
59130;Filmverleih und -vertrieb (ohne Videotheken);979;1165
59140;Kinos;4988;4686
592;"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";2588;2439
59201;Tonstudios und Herstellung von Hörfunkbeiträgen;670;367
59202;Verlegen von bespielten Tonträgern;610;648
59203;Verlegen von Musikalien;1308;1424
601;Hörfunkveranstalter;18237;18165
60100;Hörfunkveranstalter;18237;18165
602;Fernsehveranstalter;11934;11551
60200;Fernsehveranstalter;11934;11551
611;Leitungsgebundene Telekommunikation;28450;7361
61100;Leitungsgebundene Telekommunikation;28450;7361
612;Drahtlose Telekommunikation;4020;2094
61200;Drahtlose Telekommunikation;4020;2094
613;Satellitentelekommunikation;700;219
61300;Satellitentelekommunikation;700;219
619;Sonstige Telekommunikation;11675;4752
61901;Internetserviceprovider;6211;2557
61909;Sonstige Telekommunikation a. n. g.;5464;2195
620;Erbringung von Dienstleistungen der Informationstechnologie;523190;207891
62011;Entwicklung und Programmierung von Internetpräsentationen;28890;15713
62019;Sonstige Softwareentwicklung;230362;81747
62020;Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie;138264;52445
62030;Betrieb von Datenverarbeitungseinrichtungen für Dritte;48976;28833
62090;Erbringung von sonstigen Dienstleistungen der Informationstechnologie;76698;29153
631;"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten; Webportale";26351;18513
63110;Datenverarbeitung, Hosting und damit verbundene Tätigkeiten;11775;7364
63120;Webportale;14576;11149
639;Erbringung von sonstigen Informationsdienstleistungen;17576;13638
63910;Korrespondenz- und Nachrichtenbüros;6319;6064
63990;Erbringung von sonstigen Informationsdienstleistungen a. n. g.;11257;7574
641;Zentralbanken und Kreditinstitute;234629;315768
64110;Zentralbanken;2511;2752
64191;Kreditbanken einschließlich Zweigstellen ausländischer Banken;76388;83347
64192;Kreditinstitute des Sparkassensektors;86930;136558
64193;Kreditinstitute des Genossenschaftssektors;58327;81050
64194;Realkreditinstitute;1804;1731
64195;Kreditinstitute mit Sonderaufgaben;4758;4907
64196;Bausparkassen;3911;5423
642;Beteiligungsgesellschaften;18246;14817
64200;Beteiligungsgesellschaften;18246;14817
643;Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen;1597;1107
64300;Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen;1597;1107
649;Sonstige Finanzierungsinstitutionen;17516;16368
64910;Institutionen für Finanzierungsleasing;4875;4646
64921;Spezialkreditinstitute (ohne Pfandkreditgeschäfte);3912;4647
64922;Leihhäuser;351;495
64991;Investmentaktiengesellschaften und Fonds von Kapitalanlagegesellschaften (ohne Geldmarktfonds);3796;2754
64999;Sonstige Finanzierungsinstitutionen a. n. g.;4582;3826
651;Versicherungen;80871;80568
65110;Lebensversicherungen;12972;13943
65121;Krankenversicherungen;16850;15520
65122;Schaden- und Unfallversicherungen;51049;51105
652;Rückversicherungen;3452;3169
65200;Rückversicherungen;3452;3169
653;Pensionskassen und Pensionsfonds;1070;1410
65300;Pensionskassen und Pensionsfonds;1070;1410
661;Mit Finanzdienstleistungen verbundene Tätigkeiten;25579;28386
66110;Effekten- und Warenbörsen;2238;1490
66120;Effekten- und Warenhandel;1139;763
66190;Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten;22202;26133
662;Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten;48102;74793
66210;Risiko- und Schadensbewertung;2180;1646
66220;Tätigkeit von Versicherungsmaklerinnen und -maklern;44096;71113
66290;Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten;1826;2034
663;Fondsmanagement;2045;1433
66300;Fondsmanagement;2045;1433
681;Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen;6634;5882
68101;Kauf und Verkauf von eigenen Wohngrundstücken, Wohngebäuden und Wohnungen;5446;4764
68102;Kauf und Verkauf von eigenen Gewerbegrundstücken und Nichtwohngebäuden;1188;1118
